corpus_index,feed_id,provider,country,url,download_status,zip_bytes,sha256,analyzer_state,analyzer_exit,analyzer_notices,analyzer_wall_s,analyzer_rss_kb,md_state,md_exit,md_notices,md_groups,md_wall_s,md_rss_kb,md_validation_s
15,jbda-aridagawatown-aridagawatownbus,有田川町,JP,https://files.mobilitydatabase.org/jbda-aridagawatown-aridagawatownbus/latest.zip,ok,90096,34894d1d86bd4d9435e1bdd58fadb9d3d59041c94dd9367d5438e417158fdb04,completed,1,226,,10640,completed,0,601,7,,335236,0.540479171
16,jbda-asatetu-asakaigantetsudo,阿佐海岸鉄道株式会社,JP,https://files.mobilitydatabase.org/jbda-asatetu-asakaigantetsudo/latest.zip,ok,34395,d6c150065303d90885551d9a78449946a816ed308e40cd57d3243a7a4a2830f8,completed,1,84,,8216,completed,0,445,5,,333524,0.497289287
17,jbda-ashikagacity-Ashikaga-route-bus,足利市,JP,https://files.mobilitydatabase.org/jbda-ashikagacity-Ashikaga-route-bus/latest.zip,ok,388801,d329d0ba4d94cd11720d1cf00625a5aaa584eb594527696b1a2add1a2cad5660,completed,1,267,,15504,completed,0,2774,7,,332768,0.883605336
18,jbda-ashiyatown-AshiyaTownBus,芦屋町,JP,https://files.mobilitydatabase.org/jbda-ashiyatown-AshiyaTownBus/latest.zip,ok,31309,8148c57b6f0837d776aa3b6ef59df23714baf5965d07dba2ed2ca5b72655c0d4,completed,1,205,,10352,completed,0,3880,4,,348336,0.602625189
19,jbda-awajicity-awaji-jenova-line-akashi-iwaya,淡路市,JP,https://files.mobilitydatabase.org/jbda-awajicity-awaji-jenova-line-akashi-iwaya/latest.zip,ok,9786,594b9e57717469f65934d40bf28dd5dfc2cbc5e9c596c03f6e7481b0bdff8cd7,completed,1,191,,8124,completed,0,1307,5,,344416,0.458952535
20,jbda-awajicity-awajinawahimebus,淡路市,JP,https://files.mobilitydatabase.org/jbda-awajicity-awajinawahimebus/latest.zip,ok,64719,2a92c9e2ccea77e93b5171e48298c8360ff5f96826c209035c717e14ace439ea,completed,1,587,,10408,completed,0,7138,8,,352004,0.315377901
21,jbda-busnet-tsu-guruttotsubus,バスネット津,JP,https://files.mobilitydatabase.org/jbda-busnet-tsu-guruttotsubus/latest.zip,ok,6856,fd82378c46cf0ad7b397c2df1ef42ebce43aef9c9323747dfdc1e18d872a2e2c,completed,1,60,,7648,completed,0,273,6,,328512,0.42065724
22,jbda-buzencity-BuzenCityBus,豊前市,JP,https://files.mobilitydatabase.org/jbda-buzencity-BuzenCityBus/latest.zip,ok,360196,e9a397eec5fb189c050bf60f35864af4bc4ab27c0c86a82e5561bab11edd8302,completed,1,80,,22444,completed,0,47941,4,,669904,1.383242568
23,jbda-chigasakicity-eboshigou,茅ヶ崎市,JP,https://files.mobilitydatabase.org/jbda-chigasakicity-eboshigou/latest.zip,ok,26198,a2f742d9d6e509f90ff21dd168d21bcf20c6a94fd08959385a489126ac5ff5d8,completed,1,150,,9804,completed,0,2613,4,,354292,0.600091819
24,jbda-chikugocity-HainuzukaStationAreaLoopBus,筑後市,JP,https://files.mobilitydatabase.org/jbda-chikugocity-HainuzukaStationAreaLoopBus/latest.zip,ok,25487,6177915f5fb9aa88cbae1b9b3ebc1b6bfa0ea0ca434ecad30d631fc560e681c5,completed,1,113,,8332,completed,0,1046,4,,334900,0.501145746
25,jbda-chikujotown-ChikujoTownCommunityBus,築上町,JP,https://files.mobilitydatabase.org/jbda-chikujotown-ChikujoTownCommunityBus/latest.zip,ok,245103,303fe175458cebdeb188aa4adfc3a727408a530363336f8959d7febc148d2510,completed,1,73,,12880,completed,0,32184,4,,537192,0.978195571
26,jbda-chikuma-bus-rosenbus,千曲バス株式会社,JP,https://files.mobilitydatabase.org/jbda-chikuma-bus-rosenbus/latest.zip,ok,278746,f535a627a7ec92023b468e69c4e6e4c5193c6533f50957aee299932db541ceff,completed,1,473,,35880,completed,0,34016,3,,537280,1.264973353
27,jbda-chikumacity-chikumajunkanbus,千曲市,JP,https://files.mobilitydatabase.org/jbda-chikumacity-chikumajunkanbus/latest.zip,ok,118404,326fff2e20b3ed78a33fe3c8264ae3f68283422439e83c771e67b8c4914fc751,completed,1,401,,12032,completed,0,7845,5,,337444,0.921830556
28,jbda-chiryucity-communitybus,知立市,JP,https://files.mobilitydatabase.org/jbda-chiryucity-communitybus/latest.zip,ok,83213,a1c360a35e79a2220ea12223cbf2fddc1b2129866c9806b77d1b0f5d5197330b,completed,1,247,,10040,completed,0,3864,8,,357836,0.693758143
29,jbda-chitabus-chitabus,知多乗合（知多バス）,JP,https://files.mobilitydatabase.org/jbda-chitabus-chitabus/latest.zip,ok,174334,979cc76a7fc6603d63f8364dc8ad569ba51a44793b61111a9dfee1e07ee8992e,completed,1,602,,18180,completed,0,12940,7,,574148,0.478368713
30,jbda-chitacity-chita-aiaibus,知多市,JP,https://files.mobilitydatabase.org/jbda-chitacity-chita-aiaibus/latest.zip,ok,65332,9165070ac46a04bd8aadca27ba06001a0b4eacb28634f306ebe7d1d8a10b3e45,completed,1,118,,9080,completed,0,1684,6,,297036,0.608852564
31,jbda-chitetsu-chitetsubus,富山地方鉄道,JP,https://files.mobilitydatabase.org/jbda-chitetsu-chitetsubus/latest.zip,ok,742267,04541ea9dfae1bd92f372bf52b36e12601f22d24ef48cfc21182158838c97801,completed,1,3089,,99388,completed,0,97564,5,,887416,1.933854445
32,jbda-chitetsu-chitetsushinaidensha,富山地方鉄道,JP,https://files.mobilitydatabase.org/jbda-chitetsu-chitetsushinaidensha/latest.zip,ok,142719,f144fe5749ba47078e3f0ee0c8fa53b9dcc1dc3c142676d6c8fd4bd57353669f,completed,1,912,,14092,completed,0,19280,3,,502740,1.075885336
33,jbda-chukibus-chukibus,中紀バス,JP,https://files.mobilitydatabase.org/jbda-chukibus-chukibus/latest.zip,ok,29088,0b81f9d8e0c63afcf049c4a4ec7576dd08e79dd29e56c5b263af81f0d8947d77,completed,1,135,,13376,completed,0,1320,6,,319872,0.336332998
34,jbda-daishinto-Radiant-City,大新東株式会社,JP,https://files.mobilitydatabase.org/jbda-daishinto-Radiant-City/latest.zip,ok,26436,5f8c645b2b76306c40ccfe7b19d9b273d425298ada7c7699c213dd3ce6ec0ffd,completed,1,506,,10120,completed,0,3767,5,,347360,0.689427326
35,jbda-dazaifucity-DazaifuCityCommunityBus,太宰府市,JP,https://files.mobilitydatabase.org/jbda-dazaifucity-DazaifuCityCommunityBus/latest.zip,ok,27962,9fca4da2973f45c49721d8b4eb55a8be8f9806d58177436e9f42fc2f2681dbe8,completed,1,104,,8188,completed,0,3194,5,,326968,0.530076302
36,jbda-enacity-communitybus,恵那市,JP,https://files.mobilitydatabase.org/jbda-enacity-communitybus/latest.zip,ok,465667,f705e2d8983bf83a7f6cb2a37f69c80ed5711d821a965b95407b7bce02e29869,completed,1,482,,20144,completed,0,5524,7,,542984,0.81809001
37,jbda-feel-the-zao-feelthezao,「世界の蔵王」プロジェクト実行委員会,JP,https://files.mobilitydatabase.org/jbda-feel-the-zao-feelthezao/latest.zip,ok,3100,a0a62e8012eab2a9358cb04b1b5f46c992225ebed8c9bc55f8e9c7d39159eb94,completed,1,44,,7560,completed,0,29,8,,325752,0.359024053
38,jbda-fujiedacity-gtfsfjed,藤枝市,JP,https://files.mobilitydatabase.org/jbda-fujiedacity-gtfsfjed/latest.zip,ok,110545,1a2b9c0d64bcbb11834f345e0835ba44bfa3c3e5282f0a5d1b391f2e32b12129,completed,1,200,,12164,completed,0,17,5,,324276,0.675455234
39,jbda-fukauratown-fukaura-town-communitybus,深浦町,JP,https://files.mobilitydatabase.org/jbda-fukauratown-fukaura-town-communitybus/latest.zip,ok,182574,77d749bf1fb9c10824fb4d4e3a6e3d29cf22fd8f4a39a42a21d9fdf4db184a91,completed,1,136,,11488,completed,0,1957,5,,334456,0.765141865
40,jbda-fukuoka-kawasakitown-KawasakiTownFureaiBus,川崎町,JP,https://files.mobilitydatabase.org/jbda-fukuoka-kawasakitown-KawasakiTownFureaiBus/latest.zip,ok,109156,473dbff8b7fc70f5fcd2f90738b852c64e2e6697bacc8be9b56874dd9b018d66,completed,1,93,,10152,completed,0,13455,4,,391080,0.812769561
41,jbda-fukuoka-kogacity-KogaBus,古賀市,JP,https://files.mobilitydatabase.org/jbda-fukuoka-kogacity-KogaBus/latest.zip,ok,28493,d7fd39e91d4528aa30bd0c4e9cc27bcee92cc20aa2c97142729827d64e104d3a,completed,1,102,,8480,completed,0,449,4,,341308,0.494081448
42,jbda-fukuokacity-ImajukuMeinohamaLine,福岡市,JP,https://files.mobilitydatabase.org/jbda-fukuokacity-ImajukuMeinohamaLine/latest.zip,ok,23934,a170c057cb296dd0c1076b9a647c146a2be6f1fe643a1df3fccd069e3c2ef005,completed,1,46,,8280,completed,0,6,3,,323260,0.473560161
43,jbda-fukusakitown-junkai-fukuhime-fukusakikasairenkei,福崎町,JP,https://files.mobilitydatabase.org/jbda-fukusakitown-junkai-fukuhime-fukusakikasairenkei/latest.zip,ok,294233,d3e421b12a352f99f67cbf9b6fa1a23f1098d4ec15854d5dfa78481093109834,completed,1,116,,11332,completed,0,1741,4,,328184,0.796539436
44,jbda-fukutsucity-minibus,福津市,JP,https://files.mobilitydatabase.org/jbda-fukutsucity-minibus/latest.zip,ok,274057,302b4a5b5aca5373cbcbd2c51fd9d3d7ab4b3fe9d2af0e3eecd4b2a144f9143c,completed,1,163,,14720,completed,0,1870,3,,342984,0.997988906
45,jbda-gan-wu-shiokazeline,岩宇地域公共交通活性化協議会,JP,https://files.mobilitydatabase.org/jbda-gan-wu-shiokazeline/latest.zip,ok,50228,587f419331197e8f24b9779369e5ae2b717ee11337f29fadcefa2a443746312a,completed,1,54,,12128,completed,0,1078,4,,314964,0.345014724
46,jbda-geiseivillage-GTFS-Geiseivill_Bus,芸西村,JP,https://files.mobilitydatabase.org/jbda-geiseivillage-GTFS-Geiseivill_Bus/latest.zip,ok,35385,ad47b79ac22e3d83bade29c427bb7bb763eaeb50d67e39550d532e18f4e62642,completed,1,85,,8076,completed,0,358,3,,339652,0.496388488
47,jbda-gerocity-gerobus,下呂市,JP,https://files.mobilitydatabase.org/jbda-gerocity-gerobus/latest.zip,ok,587865,8c306cad39da27331a08e68144868777afa5468ff685975eae532b9d48de3797,completed,1,178,,27932,completed,0,2852,7,,331364,0.685450399
48,jbda-gifu-yamagatacity-communitybus,山県市,JP,https://files.mobilitydatabase.org/jbda-gifu-yamagatacity-communitybus/latest.zip,ok,30531,0f55602b6ed4f93ba769774c51ca0f661c4abb84551daea252c8c9fb9def04b7,completed,1,119,,12912,completed,0,1552,8,,327980,0.576868431
49,jbda-gifucity-communitybus,岐阜市,JP,https://files.mobilitydatabase.org/jbda-gifucity-communitybus/latest.zip,ok,211267,e08c9d02d64edf40b3fb9b61f61aa3712a601c0578ee61d9a66fda443998db8e,completed,1,437,,18508,completed,0,7926,6,,363112,0.85359199
50,jbda-goshogawaracity-goshogawara-communitybus,五所川原市,JP,https://files.mobilitydatabase.org/jbda-goshogawaracity-goshogawara-communitybus/latest.zip,ok,125753,0b7cb4d3c4d74b90e9f380b0c0b0e819e3c5559b844ba7d004401cf519db8503,completed,1,111,,11152,completed,0,481,5,,323504,0.446588631
51,jbda-gujocity-citybus,郡上市,JP,https://files.mobilitydatabase.org/jbda-gujocity-citybus/latest.zip,ok,55381,35d3530d46661af55e0ab81835bbaddb1fa2ee3097b9c536173695b0c2c83882,completed,1,375,,14184,completed,0,4343,7,,331380,0.392049512
52,jbda-gunma-otacity-ootacitybus,太田市,JP,https://files.mobilitydatabase.org/jbda-gunma-otacity-ootacitybus/latest.zip,ok,29147,f81ad7dd299c47fc9dad3b6c97ecf8e5848d19a38b427861e353049c60e58902,completed,1,162,,9304,completed,0,1945,5,,345176,0.558242815
53,jbda-hachikanbus-hachimanbus,八幡観光バス,JP,https://files.mobilitydatabase.org/jbda-hachikanbus-hachimanbus/latest.zip,ok,35996,67dc5be730d925cc4cd634b6bf9db5a62aa8faf37f68bbb921acdbe05106826b,completed,1,116,,12488,completed,0,2600,6,,355252,0.339466226
54,jbda-hachinohe-hachinohe-citybus,八戸市交通部,JP,https://files.mobilitydatabase.org/jbda-hachinohe-hachinohe-citybus/latest.zip,ok,1288170,c857c94bba94d2c80d0ac28f4bf94eac936a03ef9cd307c54d3e88a9720500ab,completed,1,2912,,315748,completed,0,130510,9,,1218488,2.268201112
55,jbda-hachinohecity-hachinohe-nango,八戸市,JP,https://files.mobilitydatabase.org/jbda-hachinohecity-hachinohe-nango/latest.zip,ok,296705,3ea3c9c4d040707504a77b39f46583ca06f2240b3775c56e5a64ed059b14fcf8,completed,1,90,,11700,completed,0,378,5,,336340,0.676365748
56,jbda-hakubavalley-bus-hakubavalley-nagano-jp,HAKUBAVALLEY事務局,JP,https://files.mobilitydatabase.org/jbda-hakubavalley-bus-hakubavalley-nagano-jp/latest.zip,ok,80228,04b2d27660cdad60fd230a14082f0a6c66c180adf8fe97493aa2a69408955a57,completed,1,209,,9980,completed,0,1894,9,,336668,0.692180199
57,jbda-hakusancity-hakusan_bus_meguru,白山市,JP,https://files.mobilitydatabase.org/jbda-hakusancity-hakusan_bus_meguru/latest.zip,ok,652256,ea1a0108c4a7f24215aa1b3811a267d85abf9777a356b8c7b3ff857edbcae740,completed,1,433,,31372,completed,0,17569,3,,535308,1.223990707
58,jbda-hamabus-iwata_seikatsubus,浜松バス株式会社,JP,https://files.mobilitydatabase.org/jbda-hamabus-iwata_seikatsubus/latest.zip,ok,40726,0212c5b11af07ec1bbe44205a9fa77917af115acada047f309450c3764f6c238,completed,1,97,,10504,completed,0,1198,2,,355200,0.619758737
59,jbda-hanamakicity-hanamaki,花巻市,JP,https://files.mobilitydatabase.org/jbda-hanamakicity-hanamaki/latest.zip,ok,49728,45519bd07474be15f5bad5e65f1b5c99a86a6878774b245826a0c9222cd7534b,completed,1,153,,12856,completed,0,2141,6,,353944,0.648305256
60,jbda-hannocity-odekakemuma-haraichiba,飯能市,JP,https://files.mobilitydatabase.org/jbda-hannocity-odekakemuma-haraichiba/latest.zip,ok,31339,f92cf37e1f0a50e5fd5372041e328a3ab383079277526b5325e50fd62d8cec09,completed,1,51,,8924,completed,0,709,6,,325800,0.526379695
61,jbda-hannocity-odekakemuma-minamikoma,飯能市,JP,https://files.mobilitydatabase.org/jbda-hannocity-odekakemuma-minamikoma/latest.zip,ok,33585,9977c312e9fa97b1ff9856fb7f3a4ae28ff2e23897de4858f6a929781268f50c,completed,1,50,,7916,completed,0,425,6,,337772,0.475781333
62,jbda-hannocity-odekakemuma-seimei-kaji,飯能市,JP,https://files.mobilitydatabase.org/jbda-hannocity-odekakemuma-seimei-kaji/latest.zip,ok,25731,fd02c59d911b3d401c059f16d2096f24e81c63ae89ef1596d90e1d3656cfed6d,completed,1,55,,7956,completed,0,338,4,,330088,0.493909256
63,jbda-hashikamitown-hashikamibus,階上町,JP,https://files.mobilitydatabase.org/jbda-hashikamitown-hashikamibus/latest.zip,ok,129953,7c1ed90e5df930853233748c6c38279bc9672ff4453de4e6df4036053aed31cd,completed,1,76,,9520,completed,0,1443,3,,358688,0.691692601
64,jbda-hashimacity-HashimaCityCommunityBus,羽島市,JP,https://files.mobilitydatabase.org/jbda-hashimacity-HashimaCityCommunityBus/latest.zip,ok,53710,d8f4959596ff57c814a31887fa8bf92db8130699dd03853514d15d4e58fe9851,completed,1,202,,9404,completed,0,2286,5,,346356,0.416378024
65,jbda-hayashimatown-hayashimatowncommunitybus,早島町,JP,https://files.mobilitydatabase.org/jbda-hayashimatown-hayashimatowncommunitybus/latest.zip,ok,14459,0d5fc22de61302088440a4f4513eb23a9b3e5e2c8887f791aa4b379b90df1c84,completed,1,84,,8328,completed,0,1022,5,,331160,0.414392149
66,jbda-hekinancity-kurukuru-bus,碧南市,JP,https://files.mobilitydatabase.org/jbda-hekinancity-kurukuru-bus/latest.zip,ok,25849,4b44ec52f275a9dbbe753bc1a928b47d11eb633da8b23fe9653f2bee1a57db31,completed,1,117,,9144,completed,0,1584,5,,334040,0.576998858
67,jbda-hichisotown-choeibus,七宗町,JP,https://files.mobilitydatabase.org/jbda-hichisotown-choeibus/latest.zip,ok,16747,2047e7b3c4c7e5072bf06339ce76ae629d40cffaab7a5e250e3b779d8ba8aaea,completed,1,94,,8396,completed,0,1549,5,,337132,0.568418481
68,jbda-hidacity-communitybus,飛騨市,JP,https://files.mobilitydatabase.org/jbda-hidacity-communitybus/latest.zip,ok,464515,b3433f4256115f3c529d7d293746ec2dbc26949a3c92ff87fa5dae4b65e45f00,completed,1,309,,22588,completed,0,3014,6,,355176,1.254465982
69,jbda-higashimiyoshitown-higashimiyoshitownbus,東みよし町,JP,https://files.mobilitydatabase.org/jbda-higashimiyoshitown-higashimiyoshitownbus/latest.zip,ok,33010,ea2e70bdbc0d25c1367fdc8aade6d9cf9c7154133eebebcb1a915fc615d05515,completed,1,59,,9740,completed,0,567,6,,333540,0.527817001
70,jbda-higashinecity-HigashineCity,東根市,JP,https://files.mobilitydatabase.org/jbda-higashinecity-HigashineCity/latest.zip,ok,13319,965c91a010b7117dc9d941ce0a9a701640cb780fc4969f6c92140fe5fe833a07,completed,1,116,,8628,completed,0,568,5,,332392,0.506997052
71,jbda-higashiomicity-higasiohmisicommunitybus,東近江市,JP,https://files.mobilitydatabase.org/jbda-higashiomicity-higasiohmisicommunitybus/latest.zip,ok,213618,31fbe8f69adf7ab11770e403f71201bdd4bbecb438d4abe0c59865e601c9a0e8,completed,1,263,,14144,completed,0,4748,7,,326264,0.90778307
72,jbda-higashiuratown-communitybus,東浦町,JP,https://files.mobilitydatabase.org/jbda-higashiuratown-communitybus/latest.zip,ok,60017,23983c7dfc3a9db7b2fb3e5d717509087132f4ad02892a6acde275076c0798d4,completed,1,180,,10024,completed,0,2032,5,,327852,0.682031181
73,jbda-himejicity-ieshima-boze-yukihiko,姫路市,JP,https://files.mobilitydatabase.org/jbda-himejicity-ieshima-boze-yukihiko/latest.zip,ok,90605,5421e6a9e7c71dcf602bcf027b4dfccb23cc5251a3f7e500917575b51eedd50a,completed,1,96,,9120,completed,0,1423,3,,360404,0.646174313
74,jbda-hiradocity-fureaibus,平戸市,JP,https://files.mobilitydatabase.org/jbda-hiradocity-fureaibus/latest.zip,ok,151264,6c3b15b9c7df8686daaf055e6af59e3463a815d45f305d190b9d62aadb21de59,completed,1,109,,10340,completed,0,1570,4,,327184,0.641891438
75,jbda-hirakawacity-hirakawa-sharedtaxi,平川市,JP,https://files.mobilitydatabase.org/jbda-hirakawacity-hirakawa-sharedtaxi/latest.zip,ok,17748,67a451d8f0e0615c2e3892e065ad71545c4c4aa8f2ece0060cb3b1c3100f4ee3,completed,1,50,,7832,completed,0,89,6,,328232,0.450492755
76,jbda-hirakawacity-hirakwacitybus,平川市,JP,https://files.mobilitydatabase.org/jbda-hirakawacity-hirakwacitybus/latest.zip,ok,12420,bd1f9ff3d2e3830854cff9d25c7d9d2f98a6cb40a53a4846c1bc5e35778b40ba,completed,1,41,,7480,completed,0,83,5,,335136,0.449412567
77,jbda-hiranaitown-hiranaitownbus,平内町,JP,https://files.mobilitydatabase.org/jbda-hiranaitown-hiranaitownbus/latest.zip,ok,165986,8e63d06330a50faa75eb9d285079643d6db9022c6592f800a76e2e1914686aca,completed,1,144,,20448,completed,0,1742,5,,327124,0.827363512
78,jbda-hirosakicity-hokusei-noriai,弘前市,JP,https://files.mobilitydatabase.org/jbda-hirosakicity-hokusei-noriai/latest.zip,ok,44656,c6b704f535c333c7dc9567f8c35ed7ab8351027c651cf05fce18ed3115505a8f,completed,1,678,,15728,completed,0,3109,9,,328456,0.569822189
79,jbda-hirosakicity-kounan-tetsudou,弘前市,JP,https://files.mobilitydatabase.org/jbda-hirosakicity-kounan-tetsudou/latest.zip,ok,17900,78eb16254492ccf70793f982660d139208b655f42e2add42e3d1f1cf9ebf2be9,completed,1,136,,8740,completed,0,3210,8,,346076,0.321427402
80,jbda-hisayamatown-HisayamaIkoBus,久山町,JP,https://files.mobilitydatabase.org/jbda-hisayamatown-HisayamaIkoBus/latest.zip,ok,140509,0be3b2fd79732e6a285c9ae7cd63d7632fd35ac0f12a0a05e111c1fec625b2b3,completed,1,96,,10012,completed,0,13012,4,,381188,0.925428987
81,jbda-hokushin-bus-hokushinbus,北振バス株式会社,JP,https://files.mobilitydatabase.org/jbda-hokushin-bus-hokushinbus/latest.zip,ok,252137,0615e02db471b821660888b80b5fce20f39eddd5176fe12fc32c59ef6fe8241b,completed,1,380,,27408,completed,0,18873,2,,449168,1.066451135
82,jbda-hokushin-bus-ibaraaiaibus,北振バス株式会社,JP,https://files.mobilitydatabase.org/jbda-hokushin-bus-ibaraaiaibus/latest.zip,ok,179297,8db2f08a96465f08b82ae6e8b7ec8189f4b3d02b61fbd2f050bed5645c302740,completed,1,191,,18180,completed,0,9951,1,,513764,0.552484667
83,jbda-hyogo-kamikawatown-communitybus,神河町,JP,https://files.mobilitydatabase.org/jbda-hyogo-kamikawatown-communitybus/latest.zip,ok,33316,19ffd8c5a5bfca79c49c779f6d851542f6511e172e0d86dc362539427566f8bc,completed,1,114,,9072,completed,0,3531,5,,334200,0.590824583
84,jbda-hyogo-ono-ranranbus,小野市,JP,https://files.mobilitydatabase.org/jbda-hyogo-ono-ranranbus/latest.zip,ok,33373,f2a3a987a8afc31218a5a783fe942d40bd3e274653e2db837cafc5a8119dcef3,completed,1,148,,9788,completed,0,2690,6,,344360,0.335981805
85,jbda-ibigawatown-communitybus,揖斐川町,JP,https://files.mobilitydatabase.org/jbda-ibigawatown-communitybus/latest.zip,ok,31270,0287792f4d1f75a470314cdb903ad7c8762a5a5dc9a14902cac2ea7623248a80,completed,1,250,,9468,completed,0,2428,5,,346476,1.37419593
86,jbda-ichikawamisatotown-ichikawamisatobus,市川三郷町,JP,https://files.mobilitydatabase.org/jbda-ichikawamisatotown-ichikawamisatobus/latest.zip,ok,9967,cd5e9ce28567b56312f71d3abb4f705bc6d487ccdbf074f0436bfe4fb972de0b,completed,1,76,,7924,completed,0,663,4,,327948,0.460260529
87,jbda-ichikawatown-communitybus,市川町,JP,https://files.mobilitydatabase.org/jbda-ichikawatown-communitybus/latest.zip,ok,176936,d0d051e47916d607d6abcffd7b381e3e6918c3199f5fcc99303b256355737679,completed,1,47,,9748,completed,0,569,4,,320988,0.583325384
88,jbda-ichinosekicity-Ichinosekibus,一関市,JP,https://files.mobilitydatabase.org/jbda-ichinosekicity-Ichinosekibus/latest.zip,ok,115004,2022bd151f8782940b7eab23532f1ec2f55e2b3eec4a3e6dde704309977db197,completed,1,591,,15184,completed,0,8364,7,,350984,0.69445278
89,jbda-igacity-communitybus,伊賀市,JP,https://files.mobilitydatabase.org/jbda-igacity-communitybus/latest.zip,ok,49797,a69cb711d35753f303451496ade1cdb0fd8f58af84ad23349cdfab08001ab778,completed,1,312,,10712,completed,0,3457,5,,350584,0.619067777
90,jbda-iijimatown-iichanbus,飯島町,JP,https://files.mobilitydatabase.org/jbda-iijimatown-iichanbus/latest.zip,ok,4292,9526a6395619e58ee4db7ead634b26af191986b243f9c8176b6419427807c922,completed,1,54,,7472,completed,0,149,8,,328396,0.438433404
